t,P,eps,beta_B,cs2,s,S,L,Phi_nu,Qdot_nu
0.000184,0.004371328,1.10344,0.003961545711592837,0.1,1.863918918918919,9.707911036036035e-19,3.3856e+40,3.3856e+32,8.319358038266718e+19
0.000185,0.004390425000000001,1.103725,0.003977825092301072,0.1,1.8628270042194093,9.677023398542384e-19,3.4225e+40,3.4224999999999994e+32,8.311042838521256e+19
0.000186,0.004409548,1.10401,0.003994119618481717,0.1,1.8617369308600338,9.646305341243698e-19,3.4596000000000003e+40,3.4596e+32,8.302735949819327e+19
0.000187,0.0044286970000000005,1.1042949999999998,0.004010429278408397,0.1,1.8606486941870257,9.615755525514344e-19,3.4969000000000004e+40,3.4969e+32,8.29443736385404e+19
0.000188,0.004447872,1.1045800000000001,0.004026754060366836,0.1,1.8595622895622899,9.585372626609741e-19,3.534399999999999e+40,3.534399999999998e+32,8.286147072326807e+19
0.00018899999999999999,0.004467073,1.104865,0.004043093952654849,0.1,1.8584777123633305,9.555155333487562e-19,3.572099999999999e+40,3.5720999999999985e+32,8.277865066947337e+19
0.00018999999999999998,0.0044862999999999995,1.1051499999999999,0.004059448943582319,0.1,1.8573949579831932,9.52510234863176e-19,3.6099999999999996e+40,3.609999999999999e+32,8.269591339433624e+19
0.00019099999999999998,0.004505553,1.1054350000000002,0.004075819021471185,0.1,1.8563140218303948,9.49521238787926e-19,3.648099999999999e+40,3.648099999999999e+32,8.261325881511938e+19
0.000192,0.0045248319999999995,1.10572,0.004092204174655428,0.1,1.8552348993288592,9.465484180249281e-19,3.6864000000000005e+40,3.6864e+32,8.253068684916823e+19
0.000193,0.004544137,1.106005,0.004108604391481052,0.1,1.8541575859178538,9.435916467775337e-19,3.7249000000000005e+40,3.7249e+32,8.244819741391082e+19
0.000194,0.004563467999999999,1.10629,0.004125019660306067,0.1,1.8530820770519263,9.406508005339727e-19,3.7636000000000003e+40,3.7636e+32,8.236579042685768e+19
0.000195,0.004582825000000001,1.106575,0.004141449969500487,0.1,1.8520083682008368,9.377257560510565e-19,3.802499999999999e+40,3.8024999999999984e+32,8.228346580560183e+19
0.000196,0.004602208,1.10686,0.00415789530744629,0.1,1.8509364548494984,9.348163913381305e-19,3.841599999999999e+40,3.841599999999999e+32,8.220122346781866e+19
0.000197,0.004621617000000001,1.107145,0.004174355662537428,0.1,1.8498663324979114,9.319225856412652e-19,3.880899999999999e+40,3.880899999999999e+32,8.211906333126579e+19
0.000198,0.0046410520000000005,1.10743,0.004190831023179796,0.1,1.8487979966611017,9.290442194276893e-19,3.9204e+40,3.9203999999999995e+32,8.20369853137831e+19
0.00019899999999999999,0.004660513000000001,1.107715,0.004207321377791219,0.1,1.8477314428690574,9.261811743704548e-19,3.9600999999999994e+40,3.9600999999999985e+32,8.195498933329256e+19
0.00019999999999999998,0.00468,1.108,0.004223826714801444,0.1,1.846666666666667,9.233333333333334e-19,3.9999999999999996e+40,3.9999999999999995e+32,8.187307530779818e+19
0.00020099999999999998,0.004699513,1.108285,0.004240347022652116,0.1,1.845603663613655,9.205005803559377e-19,4.0400999999999996e+40,4.040099999999999e+32,8.179124315538594e+19
0.000202,0.004719052,1.1085699999999998,0.004256882289796766,0.1,1.8445424292845256,9.176828006390676e-19,4.080400000000001e+40,4.080400000000001e+32,8.170949279422366e+19
0.000203,0.004738617000000001,1.1088550000000001,0.004273432504700796,0.1,1.8434829592684956,9.148798805302707e-19,4.1209e+40,4.1209e+32,8.162782414256099e+19
0.000204,0.004758208,1.10914,0.004289997655841463,0.1,1.8424252491694353,9.120917075096214e-19,4.1615999999999996e+40,4.161599999999999e+32,8.154623711872927e+19
0.000205,0.004777825,1.1094249999999999,0.004306577731707868,0.1,1.841369294605809,9.09318170175708e-19,4.2024999999999995e+40,4.202499999999999e+32,8.146473164114144e+19
0.000206,0.004797467999999999,1.10971,0.0043231727208009295,0.1,1.8403150912106137,9.065591582318295e-19,4.2435999999999997e+40,4.2435999999999994e+32,8.138330762829206e+19
0.000207,0.004817137,1.109995,0.004339782611633386,0.1,1.8392626346313172,9.038145624723915e-19,4.2849e+40,4.2848999999999996e+32,8.13019649987571e+19
0.000208,0.004836831999999999,1.11028,0.0043564073927297615,0.1,1.8382119205298013,9.010842747695102e-19,4.3264e+40,4.3263999999999996e+32,8.122070367119391e+19
0.00020899999999999998,0.0048565529999999996,1.110565,0.004373047052626366,0.1,1.8371629445822995,8.98368188059804e-19,4.3681e+40,4.3680999999999994e+32,8.113952356434115e+19
0.00020999999999999998,0.004876299999999999,1.1108500000000001,0.004389701579871268,0.1,1.836115702479339,8.95666196331385e-19,4.409999999999999e+40,4.409999999999998e+32,8.10584245970187e+19
0.00021099999999999998,0.004896072999999999,1.111135,0.004406370963024295,0.1,1.8350701899256814,8.929781946110373e-19,4.452099999999999e+40,4.452099999999998e+32,8.097740668812763e+19
0.000212,0.004915871999999999,1.11142,0.004423055190656997,0.1,1.8340264026402642,8.903040789515848e-19,4.4944e+40,4.4944e+32,8.089646975664998e+19
0.000213,0.004935697,1.111705,0.004439754251352652,0.1,1.8329843363561416,8.87643746419439e-19,4.5369e+40,4.5368999999999994e+32,8.081561372164884e+19
0.000214,0.004955548000000001,1.11199,0.004456468133706239,0.1,1.8319439868204284,8.849970950823325e-19,4.5796e+40,4.5795999999999996e+32,8.073483850226814e+19
0.000215,0.004975425,1.1122750000000001,0.004473196826324425,0.1,1.8309053497942387,8.823640239972233e-19,4.6225e+40,4.6224999999999995e+32,8.065414401773268e+19
0.000216,0.004995328,1.11256,0.004489940317825555,0.1,1.8298684210526317,8.797444331983806e-19,4.6656e+40,4.665599999999999e+32,8.057353018734797e+19
0.000217,0.005015257000000001,1.1128449999999999,0.004506698596839633,0.1,1.8288331963845519,8.771382236856362e-19,4.7089e+40,4.7088999999999996e+32,8.049299693050015e+19
0.00021799999999999999,0.005035212,1.1131300000000002,0.0045234716520083,0.1,1.8277996715927753,8.745452974128114e-19,4.752399999999999e+40,4.752399999999999e+32,8.041254416665597e+19
0.00021899999999999998,0.005055192999999999,1.113415,0.004540259471984838,0.1,1.8267678424938476,8.719655572762997e-19,4.796099999999999e+40,4.796099999999999e+32,8.033217181536266e+19
0.00021999999999999998,0.005075199999999999,1.1137,0.004557062045434138,0.1,1.8257377049180328,8.69398907103825e-19,4.84e+40,4.839999999999999e+32,8.025187979624786e+19
0.00022099999999999998,0.005095233,1.113985,0.004573879361032689,0.1,1.8247092547092545,8.668452516433515e-19,4.884099999999999e+40,4.884099999999999e+32,8.017166802901952e+19
0.000222,0.0051152920000000004,1.11427,0.004590711407468567,0.1,1.823682487725041,8.643044965521521e-19,4.9284e+40,4.9284e+32,8.009153643346592e+19
0.000223,0.005135377000000001,1.114555,0.0046075581734414195,0.1,1.8226573998364675,8.617765483860365e-19,4.972900000000001e+40,4.9729e+32,8.00114849294554e+19
0.000224,0.005155488,1.11484,0.004624419647662445,0.1,1.8216339869281046,8.5926131458872855e-19,5.0176e+40,5.0176e+32,7.99315134369365e+19
0.000225,0.005175625,1.115125,0.004641295818854389,0.1,1.820612244897959,8.567587034813923e-19,5.062499999999999e+40,5.062499999999999e+32,7.98516218759377e+19
0.000226,0.005195788000000001,1.11541,0.004658186675751518,0.1,1.8195921696574227,8.54268624252311e-19,5.107599999999999e+40,5.1075999999999986e+32,7.977181016656742e+19
0.000227,0.005215977,1.115695,0.0046750922070996105,0.1,1.8185737571312146,8.517909869467048e-19,5.1529e+40,5.152899999999999e+32,7.969207822901397e+19
0.00022799999999999999,0.005236192000000001,1.11598,0.004692012401655944,0.1,1.817557003257329,8.493257024566957e-19,5.198399999999999e+40,5.1983999999999984e+32,7.961242598354538e+19
0.00022899999999999998,0.005256433000000001,1.1162649999999998,0.004708947248189276,0.1,1.8165419039869808,8.468726825114127e-19,5.244099999999999e+40,5.244099999999999e+32,7.95328533505094e+19
0.00022999999999999998,0.0052767000000000005,1.1165500000000002,0.004725896735479826,0.1,1.8155284552845532,8.444318396672339e-19,5.2899999999999995e+40,5.289999999999999e+32,7.94533602503334e+19
0.00023099999999999998,0.005296992999999999,1.116835,0.004742860852319277,0.1,1.8145166531275387,8.420030872981619e-19,5.336099999999999e+40,5.336099999999999e+32,7.937394660352428e+19
0.000232,0.005317311999999999,1.11712,0.0047598395875107415,0.1,1.8135064935064933,8.395863395863392e-19,5.382399999999999e+40,5.3823999999999984e+32,7.929461233066838e+19
0.000233,0.005337657000000001,1.1174050000000002,0.004776832929868758,0.1,1.81249797242498,8.371815115126927e-19,5.428899999999999e+40,5.428899999999999e+32,7.92153573524314e+19
0.000234,0.005358027999999999,1.11769,0.004793840868219272,0.1,1.811491085899514,8.347885188477021e-19,5.475599999999999e+40,5.4755999999999986e+32,7.913618158955838e+19
0.000235,0.005378425,1.117975,0.004810863391399629,0.1,1.8104858299595143,8.324072781423054e-19,5.5225e+40,5.5224999999999995e+32,7.905708496287356e+19
0.000236,0.005398848,1.11826,0.004827900488258545,0.1,1.8094822006472493,8.300377067189217e-19,5.569599999999999e+40,5.5695999999999994e+32,7.897806739328028e+19
0.000237,0.005419297000000001,1.1185450000000001,0.004844952147656107,0.1,1.808480194017785,8.27679722662602e-19,5.6169e+40,5.616899999999999e+32,7.889912880176097e+19
0.00023799999999999998,0.005439772000000001,1.11883,0.004862018358463753,0.1,1.8074798061389337,8.253332448122986e-19,5.6644e+40,5.664399999999999e+32,7.882026910937704e+19
0.00023899999999999998,0.005460273,1.119115,0.004879099109564253,0.1,1.806481033091203,8.229981927522566e-19,5.7121e+40,5.7120999999999994e+32,7.87414882372688e+19
0.00023999999999999998,0.0054808,1.1194,0.004896194389851707,0.1,1.8054838709677419,8.206744868035189e-19,5.759999999999999e+40,5.7599999999999985e+32,7.866278610665534e+19
0.00024099999999999998,0.005501352999999999,1.119685,0.0049133041882315105,0.1,1.8044883158742953,8.183620480155533e-19,5.808099999999998e+40,5.8080999999999974e+32,7.858416263883455e+19
0.000242,0.005521932,1.11997,0.004930428493620366,0.1,1.8034943639291463,8.160607981579847e-19,5.8564e+40,5.8564e+32,7.850561775518296e+19
0.000243,0.005542536999999998,1.120255,0.004947567294946238,0.1,1.8025020112630734,8.137706597124485e-19,5.9049e+40,5.9048999999999996e+32,7.842715137715565e+19
0.000244,0.005563168,1.1205399999999999,0.004964720581148376,0.1,1.8015112540192924,8.114915558645461e-19,5.9536e+40,5.953599999999999e+32,7.834876342628626e+19
0.000245,0.005583825,1.1208250000000002,0.004981888341177257,0.1,1.8005220883534139,8.092234104959164e-19,6.0025e+40,6.0024999999999995e+32,7.827045382418681e+19
0.00024599999999999996,0.005604508,1.12111,0.004999070563994613,0.1,1.7995345104333869,8.0696614817640685e-19,6.051599999999999e+40,6.051599999999998e+32,7.819222249254773e+19
0.000247,0.005625217,1.121395,0.005016267238573385,0.1,1.7985485164394548,8.047196941563555e-19,6.100899999999999e+40,6.1008999999999986e+32,7.811406935313765e+19
0.000248,0.005645952,1.1216799999999998,0.0050334783538977254,0.1,1.7975641025641023,8.024839743589741e-19,6.1504e+40,6.150399999999999e+32,7.803599432780343e+19
0.000249,0.0056667129999999994,1.121965,0.005050703898962979,0.1,1.7965812650120099,8.002589153728329e-19,6.200099999999999e+40,6.200099999999998e+32,7.795799733847004e+19
0.00025,0.0056875,1.12225,0.005067943862775674,0.1,1.7955999999999999,7.980444444444443e-19,6.25e+40,6.25e+32,7.788007830714049e+19
0.000251,0.005708313,1.122535,0.005085198234353494,0.1,1.7946203037569946,7.95840489470951e-19,6.300099999999998e+40,6.300099999999997e+32,7.780223715589574e+19
0.000252,0.005729152,1.1228200000000002,0.00510246700272528,0.1,1.793642172523962,7.936469789929036e-19,6.3504e+40,6.3504e+32,7.772447380689461e+19
0.00025299999999999997,0.005750017,1.123105,0.005119750156931007,0.1,1.792665602553871,7.914638421871395e-19,6.400899999999998e+40,6.400899999999997e+32,7.764678818237378e+19
0.000254,0.005770907999999999,1.1233899999999999,0.005137047686021773,0.1,1.7916905901116427,7.892910088597547e-19,6.4516e+40,6.4516e+32,7.75691802046476e+19
0.00025499999999999996,0.005791825,1.123675,0.005154359579059781,0.1,1.7907171314741037,7.871284094391665e-19,6.502499999999997e+40,6.502499999999997e+32,7.749164979610809e+19
0.000256,0.005812768,1.12396,0.005171685825118332,0.1,1.7897452229299364,7.849759749692705e-19,6.5536e+40,6.5536e+32,7.741419687922483e+19
0.000257,0.005833737000000002,1.1242450000000002,0.005189026413281803,0.1,1.788774860779634,7.828336371026844e-19,6.6049e+40,6.6049e+32,7.73368213765449e+19
0.000258,0.0058547320000000005,1.12453,0.005206381332645639,0.1,1.787806041335453,7.807013280940842e-19,6.656399999999997e+40,6.656399999999996e+32,7.72595232106928e+19
0.000259,0.005875753000000001,1.124815,0.005223750572316338,0.1,1.786838760921366,7.785789807936236e-19,6.708100000000001e+40,6.7081e+32,7.718230230437034e+19
0.00026,0.0058968,1.1251,0.00524113412141143,0.1,1.7858730158730158,7.764665286404417e-19,6.759999999999998e+40,6.759999999999998e+32,7.710515858035663e+19
0.000261,0.005917873000000001,1.125385,0.005258531969059478,0.1,1.7849088025376685,7.743639056562553e-19,6.8121e+40,6.8121e+32,7.702809196150792e+19
0.00026199999999999997,0.005938972,1.12567,0.005275944104400046,0.1,1.783946117274168,7.722710464390339e-19,6.864399999999999e+40,6.864399999999997e+32,7.695110237075759e+19
0.000263,0.005960096999999999,1.1259549999999998,0.005293370516583701,0.1,1.78298495645289,7.701878861567558e-19,6.916900000000002e+40,6.9169e+32,7.687418973111602e+19
0.00026399999999999997,0.005981247999999999,1.1262400000000001,0.005310811194771983,0.1,1.7820253164556963,7.681143605412483e-19,6.969599999999998e+40,6.969599999999997e+32,7.679735396567063e+19
0.000265,0.006002425,1.126525,0.005328266128137414,0.1,1.7810671936758895,7.66050405882103e-19,7.022499999999999e+40,7.022499999999998e+32,7.672059499758558e+19
0.000266,0.006023628000000001,1.1268099999999999,0.005345735305863457,0.1,1.7801105845181673,7.639959590206726e-19,7.075600000000002e+40,7.0756e+32,7.664391275010192e+19
0.000267,0.006044857,1.127095,0.005363218717144518,0.1,1.7791554853985794,7.619509573441453e-19,7.128899999999998e+40,7.128899999999997e+32,7.65673071465374e+19
0.000268,0.006066112000000001,1.12738,0.005380716351185936,0.1,1.7782018927444796,7.599153387796921e-19,7.1824000000000015e+40,7.1824e+32,7.64907781102864e+19
0.000269,0.006087393,1.127665,0.005398228197203957,0.1,1.7772498029944839,7.5788904178869245e-19,7.236099999999999e+40,7.236099999999998e+32,7.64143255648199e+19
0.00027,0.006108700000000002,1.12795,0.00541575424442573,0.1,1.7762992125984252,7.558720053610319e-19,7.290000000000001e+40,7.290000000000001e+32,7.633794943368531e+19
0.000271,0.006130033,1.128235,0.005433294482089281,0.1,1.7753501180173095,7.538641690094734e-19,7.344099999999998e+40,7.344099999999998e+32,7.626164964050654e+19
0.000272,0.006151392,1.12852,0.005450848899443519,0.1,1.7744025157232703,7.518654727640974e-19,7.398400000000001e+40,7.3984e+32,7.618542610898375e+19
0.00027299999999999997,0.006172776999999998,1.128805,0.005468417485748201,0.1,1.773456402199529,7.498758571668197e-19,7.452899999999999e+40,7.452899999999998e+32,7.610927876289343e+19
0.000274,0.006194188,1.12909,0.0054860002302739375,0.1,1.7725117739403453,7.478952632659685e-19,7.507599999999998e+40,7.507599999999997e+32,7.603320752608821e+19
0.00027499999999999996,0.006215625000000001,1.129375,0.005503597122302159,0.1,1.7715686274509805,7.459236326109391e-19,7.562499999999998e+40,7.562499999999998e+32,7.595721232249684e+19
0.000276,0.006237088,1.12966,0.005521208151125116,0.1,1.7706269592476491,7.439609072469113e-19,7.617599999999999e+40,7.617599999999998e+32,7.588129307612414e+19
0.000277,0.006258577000000002,1.129945,0.005538833306045872,0.1,1.7696867658574782,7.420070297096345e-19,7.672900000000002e+40,7.672900000000001e+32,7.580544971105083e+19
0.000278,0.006280092,1.1302299999999998,0.00555647257637826,0.1,1.7687480438184662,7.400619430202789e-19,7.728399999999998e+40,7.728399999999998e+32,7.572968215143355e+19
0.000279,0.006301632999999999,1.1305150000000002,0.005574125951446906,0.1,1.7678107896794375,7.381255906803495e-19,7.7841000000000025e+40,7.784100000000002e+32,7.565399032150473e+19
0.00028,0.006323199999999999,1.1308,0.005591793420587194,0.1,1.766875,7.361979166666667e-19,7.839999999999999e+40,7.839999999999998e+32,7.557837414557255e+19
0.000281,0.006344793,1.131085,0.005609474973145254,0.1,1.7659406713505075,7.342788654264064e-19,7.8961e+40,7.896099999999999e+32,7.55028335480208e+19
0.00028199999999999997,0.006366411999999999,1.13137,0.005627170598477951,0.1,1.7650078003120124,7.323683818722044e-19,7.952399999999998e+40,7.952399999999998e+32,7.542736845330889e+19
0.000283,0.006388056999999999,1.131655,0.005644880285952873,0.1,1.7640763834762279,7.3046641137732e-19,8.008899999999998e+40,8.008899999999997e+32,7.535197878597173e+19
0.00028399999999999996,0.006409727999999999,1.13194,0.0056626040249483185,0.1,1.7631464174454827,7.285728997708605e-19,8.0656e+40,8.065599999999998e+32,7.527666447061962e+19
0.000285,0.006431425,1.132225,0.005680341804853275,0.1,1.762217898832685,7.26687793333066e-19,8.1225e+40,8.122499999999998e+32,7.520142543193827e+19
0.000286,0.006453148000000001,1.13251,0.005698093615067418,0.1,1.761290824261275,7.2481103879064825e-19,8.179600000000002e+40,8.179600000000002e+32,7.51262615946886e+19
0.000287,0.006474896999999999,1.132795,0.0057158594450010805,0.1,1.7603651903651905,7.229425833121933e-19,8.236899999999999e+40,8.236899999999999e+32,7.505117288370679e+19
0.000288,0.006496672000000001,1.13308,0.005733639284075265,0.1,1.75944099378882,7.210823745036147e-19,8.294399999999999e+40,8.294399999999998e+32,7.497615922390412e+19
0.000289,0.006518472999999999,1.133365,0.005751433121721598,0.1,1.7585182311869667,7.192303604036674e-19,8.352099999999999e+40,8.352099999999998e+32,7.490122054026694e+19
0.00029,0.0065403,1.1336499999999998,0.00576924094738235,0.1,1.7575968992248059,7.173864894795126e-19,8.41e+40,8.409999999999998e+32,7.482635675785653e+19
0.00029099999999999997,0.006562152999999999,1.1339350000000001,0.00578706275051039,0.1,1.7566769945778469,7.155507106223409e-19,8.4681e+40,8.468099999999998e+32,7.475156780180911e+19
0.000292,0.006584032000000001,1.13422,0.0058048985205692025,0.1,1.7557585139318885,7.137229731430441e-19,8.5264e+40,8.526399999999998e+32,7.467685359733572e+19
0.00029299999999999997,0.006605936999999998,1.1345049999999999,0.005822748247032846,0.1,1.7548414539829853,7.119032267679453e-19,8.5849e+40,8.5849e+32,7.460221406972215e+19
0.000294,0.006627868,1.1347900000000002,0.005840611919385965,0.1,1.7539258114374037,7.100914216345764e-19,8.643599999999999e+40,8.643599999999999e+32,7.452764914432886e+19
0.00029499999999999996,0.006649824999999999,1.135075,0.0058584895271237575,0.1,1.753011583011583,7.082875082875085e-19,8.702499999999997e+40,8.702499999999996e+32,7.445315874659094e+19
0.000296,0.006671808000000001,1.13536,0.005876381059751974,0.1,1.7520987654320985,7.064914376742332e-19,8.761599999999999e+40,8.761599999999998e+32,7.437874280201796e+19
0.000297,0.0066938169999999995,1.135645,0.005894286506786891,0.1,1.7511873554356208,7.047031611410947e-19,8.8209e+40,8.820899999999998e+32,7.430440123619398e+19
0.000298,0.006715852,1.13593,0.005912205857755318,0.1,1.7502773497688753,7.029226304292672e-19,8.8804e+40,8.880399999999998e+32,7.423013397477743e+19
0.000299,0.006737912999999999,1.136215,0.005930139102194566,0.1,1.7493687451886066,7.011497976707842e-19,8.9401e+40,8.9401e+32,7.415594094350105e+19
0.0003,0.006759999999999999,1.1365,0.00594808622965244,0.1,1.7484615384615385,6.993846153846153e-19,9e+40,8.999999999999999e+32,7.408182206817178e+19
0.000301,0.006782112999999999,1.136785,0.005966047229687231,0.1,1.747555726364335,6.976270364727884e-19,9.060099999999999e+40,9.060099999999999e+32,7.400777727467076e+19
0.00030199999999999997,0.006804252,1.13707,0.005984022091867695,0.1,1.7466513056835637,6.958770142165592e-19,9.120399999999996e+40,9.120399999999996e+32,7.39338064889532e+19
0.000303,0.0068264169999999996,1.137355,0.006002010805773044,0.1,1.7457482732156562,6.941345022726268e-19,9.180900000000001e+40,9.1809e+32,7.385990963704825e+19
0.00030399999999999996,0.006848607999999997,1.13764,0.00602001336099293,0.1,1.7448466257668713,6.923994546693935e-19,9.241599999999996e+40,9.241599999999995e+32,7.3786086645059125e+19
0.000305,0.006870825,1.1379249999999999,0.006038029747127447,0.1,1.7439463601532565,6.906718258032698e-19,9.302500000000001e+40,9.3025e+32,7.371233743916278e+19
0.000306,0.006893068000000001,1.1382100000000002,0.006056059953787087,0.1,1.7430474732006127,6.889515704350247e-19,9.3636e+40,9.3636e+32,7.363866194561001e+19
0.000307,0.006915337000000001,1.138495,0.006074103970592756,0.1,1.7421499617444531,6.872386436861748e-19,9.4249e+40,9.424899999999999e+32,7.3565060090725335e+19
0.000308,0.006937632,1.13878,0.00609216178717575,0.1,1.7412538226299692,6.855330010354209e-19,9.486400000000002e+40,9.4864e+32,7.3491531800906875e+19
0.000309,0.006959953,1.1390649999999998,0.006110233393177739,0.1,1.7403590527119936,6.83834598315125e-19,9.5481e+40,9.548099999999999e+32,7.3418077002626335e+19
0.00031,0.0069822999999999994,1.13935,0.006128318778250756,0.1,1.7394656488549618,6.821433917078282e-19,9.610000000000001e+40,9.61e+32,7.334469562242893e+19
0.00031099999999999997,0.0070046729999999995,1.139635,0.006146417932057194,0.1,1.7385736079328757,6.804593377428085e-19,9.672099999999996e+40,9.672099999999995e+32,7.327138758693326e+19
0.000312,0.007027072,1.13992,0.006164530844269773,0.1,1.7376829268292684,6.78782393292683e-19,9.734400000000001e+40,9.7344e+32,7.319815282283127e+19
0.00031299999999999996,0.007049496999999999,1.1402050000000001,0.0061826575045715445,0.1,1.736793602437167,6.771125155700457e-19,9.796899999999996e+40,9.796899999999995e+32,7.3124991256888205e+19
0.000314,0.007071948000000002,1.14049,0.006200797902655878,0.1,1.7359056316590562,6.754496621241463e-19,9.8596e+40,9.8596e+32,7.305190281594249e+19
0.00031499999999999996,0.007094424999999999,1.1407749999999999,0.0062189520282264245,0.1,1.735019011406844,6.737937908376095e-19,9.922499999999997e+40,9.922499999999997e+32,7.297888742690568e+19
0.000316,0.007116928000000001,1.14106,0.0062371198709971435,0.1,1.7341337386018236,6.721448599231875e-19,9.9856e+40,9.9856e+32,7.290594501676238e+19
0.000317,0.007139457,1.141345,0.006255301420692253,0.1,1.7332498101746394,6.705028279205568e-19,1.0048900000000002e+41,1.00489e+33,7.283307551257017e+19
0.000318,0.007162012000000001,1.1416300000000001,0.00627349666704624,0.1,1.7323672230652505,6.688676536931469e-19,1.0112399999999998e+41,1.0112399999999996e+33,7.276027884145955e+19
0.000319,0.0071845929999999995,1.141915,0.0062917055998038375,0.1,1.7314859742228963,6.672392964250082e-19,1.01761e+41,1.01761e+33,7.268755493063383e+19
0.00031999999999999997,0.007207199999999999,1.1421999999999999,0.006309928208720014,0.1,1.7306060606060607,6.656177156177157e-19,1.0239999999999996e+41,1.0239999999999996e+33,7.2614903707369095e+19
0.000321,0.007229833000000001,1.142485,0.00632816448355996,0.1,1.7297274791824375,6.64002871087308e-19,1.03041e+41,1.03041e+33,7.254232509901412e+19
0.00032199999999999997,0.007252492,1.14277,0.006346414414099075,0.1,1.7288502269288957,6.623947229612626e-19,1.0368399999999997e+41,1.0368399999999996e+33,7.246981903299029e+19
0.000323,0.007275176999999999,1.143055,0.006364677990122959,0.1,1.7279743008314437,6.607932316755043e-19,1.04329e+41,1.04329e+33,7.239738543679153e+19
0.00032399999999999996,0.007297888,1.14334,0.0063829552014273965,0.1,1.7270996978851967,6.59198357971449e-19,1.0497599999999997e+41,1.0497599999999997e+33,7.232502423798425e+19
0.000325,0.007320625,1.1436250000000001,0.00640124603781834,0.1,1.7262264150943398,6.576100628930818e-19,1.0562499999999997e+41,1.0562499999999996e+33,7.225273536420722e+19
0.000326,0.007343387999999999,1.14391,0.006419550489111905,0.1,1.7253544494720965,6.56028307784067e-19,1.0627600000000002e+41,1.06276e+33,7.218051874317159e+19
0.000327,0.007366176999999999,1.1441949999999999,0.006437868545134352,0.1,1.724483798040693,6.544530542848929e-19,1.0692899999999997e+41,1.0692899999999997e+33,7.210837430266071e+19
0.000328,0.007388991999999999,1.14448,0.006456200195722074,0.1,1.723614457831325,6.528842643300474e-19,1.0758400000000002e+41,1.07584e+33,7.203630197053014e+19
0.000329,0.007411832999999998,1.144765,0.006474545430721587,0.1,1.7227464258841234,6.513219001452263e-19,1.0824099999999998e+41,1.0824099999999997e+33,7.196430167470754e+19
0.00033,0.0074347,1.14505,0.00649290423998952,0.1,1.72187969924812,6.497659242445735e-19,1.089e+41,1.089e+33,7.189237334319262e+19
0.00033099999999999997,0.007457593,1.145335,0.006511276613392588,0.1,1.7210142749812172,6.482162994279536e-19,1.0956099999999999e+41,1.0956099999999998e+33,7.182051690405703e+19
0.000332,0.007480512000000001,1.14562,0.006529662540807598,0.1,1.7201501501501504,6.466729887782521e-19,1.1022399999999999e+41,1.1022399999999997e+33,7.1748732285444325e+19
0.00033299999999999996,0.007503457000000002,1.145905,0.006548062012121426,0.1,1.7192873218304576,6.451359556587083e-19,1.1088899999999998e+41,1.1088899999999996e+33,7.16770194155699e+19
0.000334,0.007526428000000001,1.14619,0.006566475017231001,0.1,1.7184257871064468,6.436051637102797e-19,1.1155599999999998e+41,1.1155599999999998e+33,7.160537822272085e+19
0.000335,0.007549425,1.146475,0.006584901546043308,0.1,1.717565543071161,6.420805768490321e-19,1.1222500000000003e+41,1.1222500000000001e+33,7.153380863525599e+19
0.000336,0.007572447999999998,1.14676,0.006603341588475355,0.1,1.7167065868263476,6.405621592635626e-19,1.12896e+41,1.1289599999999998e+33,7.146231058160574e+19
0.000337,0.0075954970000000005,1.147045,0.0066217951344541845,0.1,1.7158489154824235,6.390498754124482e-19,1.1356900000000002e+41,1.1356900000000001e+33,7.1390883990272e+19
0.000338,0.0076185720000000005,1.14733,0.006640262173916833,0.1,1.7149925261584453,6.375436900217269e-19,1.1424399999999998e+41,1.1424399999999997e+33,7.131952878982822e+19
0.000339,0.007641673,1.1476149999999998,0.0066587426968103425,0.1,1.714137415982076,6.360435680824028e-19,1.1492099999999998e+41,1.1492099999999997e+33,7.124824490891918e+19
0.00033999999999999997,0.007664800000000001,1.1479000000000001,0.006677236693091733,0.1,1.7132835820895527,6.345494748479825e-19,1.1559999999999998e+41,1.1559999999999997e+33,7.117703227626098e+19
0.000341,0.007687953,1.148185,0.006695744152728001,0.1,1.7124310216256526,6.330613758320342e-19,1.16281e+41,1.1628099999999998e+33,7.110589082064098e+19
0.00034199999999999996,0.007711132000000001,1.1484699999999999,0.006714265065696101,0.1,1.7115797317436658,6.315792368057808e-19,1.1696399999999999e+41,1.1696399999999998e+33,7.103482047091773e+19
0.000343,0.007734336999999999,1.148755,0.006732799421982929,0.1,1.710729709605361,6.30103023795713e-19,1.1764899999999998e+41,1.1764899999999997e+33,7.096382115602087e+19
0.00034399999999999996,0.0077575679999999985,1.14904,0.006751347211585322,0.1,1.7098809523809526,6.286327030812325e-19,1.1833599999999999e+41,1.1833599999999997e+33,7.089289280495108e+19
0.000345,0.007780824999999999,1.149325,0.006769908424510038,0.1,1.7090334572490706,6.271682411923196e-19,1.19025e+41,1.1902499999999998e+33,7.082203534678e+19
0.000346,0.007804108000000001,1.14961,0.006788483050773741,0.1,1.708187221396731,6.257096049072274e-19,1.19716e+41,1.1971599999999998e+33,7.0751248710650175e+19
0.000347,0.007827417,1.149895,0.006807071080402994,0.1,1.707342242019302,6.242567612502018e-19,1.20409e+41,1.2040899999999998e+33,7.068053282577495e+19
